sentiment,content
angry,not good enough
angry,hey you re not allowed to complement a bad game every sonic fan now
angry,my bitch got mad told me to leave bitch i wa fin to poutingface
angry,shut up taehyung is the leader of strawberry
angry,but i just payed off my loan some ahole somewhere
angry,yoonjin selca mark my word poutingface
angry,wtf service
angry,what would you do if this happened to you
angry,i feel resentful and embarrassed
angry,livid with it and my mom said the police department arent taking any report right now either so we
angry,iconic moment n gajevy
angry,thats the worst when theyre on the phone loud asf poutingface poutingface poutingface absolutely no regard for u
angry,utilisation amazon
angry,i eat something i don t come to feel resourcefully and often i get really grouchy following
angry,im feeling cranky and tired and pretty much act like it the end of the world and eating a peanut butter sandwich would be such a disappointment
angry,i like it
angry,that truely pain me to watch
angry,i told you not to post u poutingface facewithsteamfromnose
angry,more pleadingface poutingface more pleadingface poutingface more pleadingface poutingface
angry,no you re a gay thug
angry,i cant stop myself from feeling annoyed or bad about thing
angry,bleach is sinning back poutingface
angry,our elite governor requested it facewithsymbolsonmouth
angry,ive never been so genuinely in my whole life
angry,this is disturbing and disgusting this hate ha no space here
angry,i said help me poutingface
angry,ugh i remember this vid i want the full
angry,gestapo tactic poutingface
angry,finally found out who to blame for the corona dinkleberg poutingface
angry,i feel so jealous whenever i see her talking and spending time with other guy
angry,i find it so much more relaxing to use than a traditional cleanser because i don t feel rushed to get it off my face
angry,bitch come downstairs you can legit do your work right next to me
angry,ive suddenly found myself feeling irritable and claustrophobic in my clothes
angry,that s u hoe
angry,mansplaining
angry,ishh angryface
angry,bill gate laugh at the mention of a long economic recovery from the pandemic poutingface nnshare your thought nn bi
angry,you know that person that irritates you so bad you wan na tell them something
angry,my mom just spent min yelling at me because i wa walking with an attitude it called having a phat as
angry,i had been setting myself the goal of word a day then feeling frustrated when the target werent reached
angry,i wa hacked
angry,hearing styrofoam rub poutingface
angry,i am amp very unfit facewithtearsofjoy angryface facewithtearsofjoy angryface facewithtearsofjoy let s see what i ve done this week sun ml walk mon ml cycle tues
angry,i admitted feeling a little irritated with him all over again
angry,lourdes
angry,your laughing emoji is laughing at u people that still cant get into the site and are also waiting on our tax refund
angry,they complaining about mexikodro in the groupchat
angry,selfish lady n sidharthshukla
angry,thank you china can we have more
angry,i am feeling very frustrated and helpless right now
angry,i hope the girl hugging at choke seriously i
angry,you think that will make me forgive easily huh angryface angryface angryface
